FID,Province,WeekEnding,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU
3112,SK,2022/12/16 23:00:00+00,148817,0,1644,0,117,0,8,0
3113,YT,2022/12/16 23:00:00+00,4989,0,32,0,,,,
3114,CA,2022/12/16 23:00:00+00,4446326,16531,48504,263,4874,123,268,3
3115,AB,2022/12/23 23:00:00+00,622428,916,5351,43,910,-82,33,1
3116,BC,2022/12/23 23:00:00+00,391897,612,4806,46,349,-25,35,4
3117,MB,2022/12/23 23:00:00+00,153046,158,2256,0,50,-9,12,-3
3118,NB,2022/12/23 23:00:00+00,84891,647,635,7,31,-9,0,0
3119,NL,2022/12/23 23:00:00+00,54095,97,291,6,19,8,2,-2
3120,NS,2022/12/23 23:00:00+00,122340,584,675,2,28,-6,6,-1
3121,NT,2022/12/23 23:00:00+00,11511,0,22,0,,,,
3122,NU,2022/12/23 23:00:00+00,3531,0,8,0,,,,
3123,ON,2022/12/23 23:00:00+00,1536865,6233,15471,63,1194,-28,119,11
3124,PE,2022/12/23 23:00:00+00,53810,208,82,1,10,3,1,1
3125,QC,2022/12/23 23:00:00+00,1275579,8018,17486,87,2092,74,57,-6
3126,SK,2022/12/23 23:00:00+00,148817,0,1644,0,117,0,8,0
3127,YT,2022/12/23 23:00:00+00,4989,0,32,0,,,,
3128,CA,2022/12/23 23:00:00+00,4463799,17473,48759,255,4800,-74,273,5
3129,AB,2022/12/30 23:00:00+00,622428,0,5351,0,910,0,33,0
3130,BC,2022/12/30 23:00:00+00,391897,0,4806,0,349,0,35,0
3131,MB,2022/12/30 23:00:00+00,153046,0,2256,0,50,0,12,0
3132,NB,2022/12/30 23:00:00+00,84891,0,635,0,31,0,0,0
3133,NL,2022/12/30 23:00:00+00,54095,0,291,0,19,0,2,0
3134,NS,2022/12/30 23:00:00+00,122340,0,675,0,28,0,6,0
3135,NT,2022/12/30 23:00:00+00,11511,0,22,0,,,,
3136,NU,2022/12/30 23:00:00+00,3531,0,8,0,,,,
3137,ON,2022/12/30 23:00:00+00,1536865,0,15471,0,1209,15,119,0
3138,PE,2022/12/30 23:00:00+00,53810,0,82,0,10,0,1,0
3139,QC,2022/12/30 23:00:00+00,1282260,6681,17570,84,2064,-28,55,-2
3140,SK,2022/12/30 23:00:00+00,149038,221,1665,21,105,-12,4,-4
3141,YT,2022/12/30 23:00:00+00,4989,0,32,0,,,,
3142,CA,2022/12/30 23:00:00+00,4470701,6902,48864,105,4775,-25,267,-6
