FID,Province,WeekEnding,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU
1402,NB,2021/11/05 03:59:59+00,6666,286,121,7,14,-14,9,-8
1403,NL,2021/11/05 03:59:59+00,2003,11,16,0,1,0,,
1404,NS,2021/11/05 03:59:59+00,7550,196,101,1,9,-1,1,0
1405,NT,2021/11/05 03:59:59+00,1886,23,11,0,,,,
1406,NU,2021/11/05 03:59:59+00,674,0,4,0,,,,
1407,ON,2021/11/05 03:59:59+00,602087,2828,9896,31,225,14,129,-1
1408,PE,2021/11/05 03:59:59+00,320,3,0,0,0,0,0,0
1409,QC,2021/11/05 03:59:59+00,428631,3829,11511,20,240,-10,57,-11
1410,SK,2021/11/05 03:59:59+00,78403,1098,863,17,197,-41,49,-5
1411,SK,2022/03/11 05:00:00+00,129302,1013,1148,13,339,-14,24,-6
1412,NB,2022/02/18 05:00:00+00,34222,1915,298,16,78,-57,8,-5
1413,NL,2022/02/18 05:00:00+00,21307,1597,61,9,13,-9,,
1414,NL,2021/11/26 05:00:00+00,2048,13,18,1,1,1,,
1415,QC,2022/01/07 05:00:00+00,712358,125751,11873,162,2133,1194,229,91
1416,NS,2022/02/18 05:00:00+00,41893,1721,188,21,66,-16,11,0
1417,YT,2022/03/11 05:00:00+00,3555,80,23,1,,,,
1418,NS,2021/11/26 05:00:00+00,8169,157,108,3,14,-1,5,-2
1419,SK,2022/01/07 05:00:00+00,89821,4633,961,6,105,26,11,-1
1420,NT,2022/02/18 05:00:00+00,8085,742,18,1,,,,
1421,CA,2022/03/11 05:00:00+00,3352538,44052,36846,-1,3935,-671,481,-79
1422,NT,2021/11/26 05:00:00+00,2059,23,12,0,,,,
1423,YT,2022/01/07 05:00:00+00,2125,370,15,0,,,,
1424,NU,2022/02/18 05:00:00+00,2391,277,5,0,,,,
1425,AB,2022/03/18 03:59:59+00,534285,3524,4023,20,966,-79,62,-12
1426,NU,2021/11/26 05:00:00+00,674,0,4,0,,,,
1427,CA,2022/01/07 05:00:00+00,2482142,319080,30668,362,5943,2981,793,256
1428,ON,2022/02/18 05:00:00+00,1083274,15763,12237,197,1281,-548,352,-83
1429,BC,2022/03/18 03:59:59+00,353578,1539,2966,31,290,-78,46,0
1430,ON,2021/11/26 05:00:00+00,615197,4975,9991,32,268,-1,140,12
1431,AB,2022/01/14 05:00:00+00,436495,41243,3380,42,822,318,81,17
1432,PE,2022/02/18 05:00:00+00,11492,1523,15,2,1,-10,0,-1
1433,MB,2022/03/18 03:59:59+00,133928,1247,1726,16,164,2,13,-1
1434,PE,2021/11/26 05:00:00+00,367,28,0,0,0,0,0,0
1435,BC,2022/01/14 05:00:00+00,293521,16646,2468,29,646,297,95,2
1436,QC,2022/02/18 05:00:00+00,908466,16515,13835,218,1834,-478,119,-54
1437,NB,2022/03/18 03:59:59+00,42320,808,320,3,99,-4,13,-1
1438,QC,2021/11/26 05:00:00+00,444585,7036,11571,19,206,5,43,-2
1439,MB,2022/01/14 05:00:00+00,107838,12988,1443,35,481,224,43,10
1440,SK,2022/02/18 05:00:00+00,125780,2522,1054,42,410,78,33,2
1441,NL,2022/03/18 03:59:59+00,33385,4020,85,9,27,5,3,3
1442,SK,2021/11/26 05:00:00+00,80775,750,916,8,143,-14,41,2
1443,NB,2022/01/14 05:00:00+00,21979,2122,182,12,103,34,11,-6
1444,YT,2022/02/18 05:00:00+00,3369,67,20,0,,,,
1445,NS,2022/03/18 03:59:59+00,48782,4270,232,20,38,-7,12,0
1446,YT,2021/11/26 05:00:00+00,1475,94,13,1,,,,
1447,NL,2022/01/14 05:00:00+00,12092,4555,24,3,8,4,,
1448,CA,2022/02/18 05:00:00+00,3232379,56135,35996,664,6212,-1331,765,-189
1449,NT,2022/03/18 03:59:59+00,9843,329,20,0,,,,
1450,CA,2021/11/26 05:00:00+00,1782171,19733,29618,138,1517,-114,469,12
1451,NS,2022/01/14 05:00:00+00,29627,5684,117,5,57,9,10,3
1452,AB,2022/02/25 05:00:00+00,524381,4411,3898,68,1295,-199,88,-28
1453,NU,2022/03/18 03:59:59+00,3331,66,5,0,,,,
1454,AB,2021/12/03 05:00:00+00,336392,2189,3258,23,395,-60,78,-12
1455,NT,2022/01/14 05:00:00+00,3741,940,12,0,,,,
1456,BC,2022/02/25 05:00:00+00,347331,3700,2840,54,599,-134,96,-17
1457,ON,2022/03/18 03:59:59+00,1134443,12749,12313,86,615,-102,193,-45
1458,NU,2022/01/14 05:00:00+00,1055,78,4,0,,,,
1459,BC,2021/12/03 05:00:00+00,219584,2485,2351,29,276,-15,95,-20
1460,MB,2022/02/25 05:00:00+00,130277,1791,1675,26,222,-80,13,0
1461,PE,2022/03/18 03:59:59+00,21307,1604,16,0,8,0,0,0
1462,ON,2022/01/14 05:00:00+00,926904,73634,10522,207,3814,1342,527,189
1463,MB,2021/12/03 05:00:00+00,68308,888,1328,23,88,5,16,-1
1464,NB,2022/02/25 05:00:00+00,36417,2195,301,3,72,-6,3,-5
1465,QC,2022/03/18 03:59:59+00,942282,7660,14245,91,1021,-105,45,-20
1466,NB,2021/12/03 05:00:00+00,8603,516,132,9,49,-7,16,-2
1467,PE,2022/01/14 05:00:00+00,3861,1398,2,2,7,5,1,0
1468,NL,2022/02/25 05:00:00+00,23147,1840,64,3,20,7,,
1469,SK,2022/03/18 03:59:59+00,130134,832,1176,28,299,-40,18,-6
1470,NL,2021/12/03 05:00:00+00,2064,16,18,0,0,-1,,
1471,QC,2022/01/14 05:00:00+00,783102,70744,12193,320,3085,952,275,46
1472,NS,2022/02/25 05:00:00+00,42975,1082,193,5,44,-22,11,0
1473,YT,2022/03/18 03:59:59+00,3628,73,23,0,,,,
1474,NS,2021/12/03 05:00:00+00,8381,212,110,2,13,-1,5,0
1475,SK,2022/01/14 05:00:00+00,97545,7724,961,0,131,26,8,-3
1476,NT,2022/02/25 05:00:00+00,8682,597,19,1,,,,
1477,CA,2022/03/18 03:59:59+00,3391259,38721,37150,304,3527,-408,405,-88
1478,YT,2022/01/14 05:00:00+00,2638,513,15,0,,,,
1479,NU,2022/02/25 05:00:00+00,2668,277,5,0,,,,
1480,AB,2022/03/25 03:59:59+00,536166,1881,4044,21,956,-10,56,-6
1481,CA,2022/01/14 05:00:00+00,2720411,238269,31323,655,9154,3211,1051,258
1482,NT,2021/12/03 05:00:00+00,2069,10,12,0,,,,
1483,ON,2022/02/25 05:00:00+00,1096357,13083,12386,149,1003,-278,297,-55
1484,BC,2022/03/25 03:59:59+00,355092,1514,2983,17,260,-30,50,4
1485,AB,2022/01/21 05:00:00+00,466616,30121,3429,49,1191,369,107,26
1486,NU,2021/12/03 05:00:00+00,674,0,4,0,,,,
1487,PE,2022/02/25 05:00:00+00,13372,1880,15,0,1,0,0,0
1488,MB,2022/03/25 03:59:59+00,134907,979,1739,13,165,1,14,1
1489,BC,2022/01/21 05:00:00+00,308079,14558,2529,61,924,278,130,35
1490,ON,2021/12/03 05:00:00+00,621260,6063,10016,25,286,18,146,6
1491,QC,2022/02/25 05:00:00+00,918821,10355,13955,120,1532,-302,105,-14
1492,SK,2022/02/25 05:00:00+00,127187,1407,1091,37,372,-38,27,-6
1493,YT,2022/02/25 05:00:00+00,3426,57,21,1,,,,
1494,CA,2022/02/25 05:00:00+00,3275054,42675,36463,467,5160,-1052,640,-125
1495,AB,2022/03/04 05:00:00+00,527604,3223,3954,56,1164,-131,77,-11
1496,BC,2022/03/04 05:00:00+00,349944,2613,2903,63,484,-115,69,-27
1497,MB,2022/03/04 05:00:00+00,131526,1249,1690,15,160,-62,12,-1
1498,NB,2022/03/04 05:00:00+00,38937,2520,309,8,92,20,8,5
1499,NL,2022/03/04 05:00:00+00,25728,2581,66,2,16,-4,,
1500,NS,2022/03/04 05:00:00+00,44512,1537,212,19,45,1,13,2
1501,NT,2022/03/04 05:00:00+00,9122,440,19,0,,,,
1502,NU,2022/03/04 05:00:00+00,3055,387,5,0,,,,
1503,ON,2022/03/04 05:00:00+00,1109493,13136,12525,139,821,-182,262,-35
1504,PE,2022/03/04 05:00:00+00,16296,2924,16,1,6,5,0,0
1505,QC,2022/03/04 05:00:00+00,926920,8099,14056,101,1313,-219,80,-25
1506,SK,2022/03/04 05:00:00+00,128289,1102,1135,44,353,-19,30,3
1507,YT,2022/03/04 05:00:00+00,3485,59,22,1,,,,
1508,CA,2022/03/04 05:00:00+00,3314924,39870,36912,449,4454,-706,551,-89
1509,AB,2022/03/11 05:00:00+00,530761,3659,4003,57,1045,-159,74,-6
1510,BC,2022/03/11 05:00:00+00,352039,2435,2935,39,368,-143,46,-33
1511,MB,2022/03/11 05:00:00+00,132681,1326,1710,25,162,-18,14,-2
1512,NB,2022/03/11 05:00:00+00,41512,2966,317,9,103,15,14,8
1513,NL,2022/03/11 05:00:00+00,29365,4584,76,10,22,7,,
1514,NS,2022/03/11 05:00:00+00,44512,294,212,4,45,-1,0,1
1515,NT,2022/03/11 05:00:00+00,9514,434,20,1,,,,
1516,NU,2022/03/11 05:00:00+00,3265,311,5,0,,,,
1517,ON,2022/03/11 05:00:00+00,1121694,12201,12227,-298,717,-104,238,-24
1518,PE,2022/03/11 05:00:00+00,19703,4436,16,0,8,1,0,0
1519,MB,2022/01/21 05:00:00+00,114021,6183,1492,49,586,105,44,1
1520,PE,2021/12/03 05:00:00+00,382,15,0,0,0,0,0,0
1521,NB,2022/01/21 05:00:00+00,25003,3024,201,19,125,22,14,3
1522,QC,2021/12/03 05:00:00+00,451868,7283,11585,14,230,24,57,14
1523,NL,2022/01/21 05:00:00+00,14522,2430,30,6,18,10,,
1524,SK,2021/12/03 05:00:00+00,81225,450,929,13,136,-7,34,-7
1525,NS,2022/01/21 05:00:00+00,33684,4057,128,11,94,37,13,3
1526,YT,2021/12/03 05:00:00+00,1537,62,14,1,,,,
1527,NT,2022/01/21 05:00:00+00,4680,939,14,2,,,,
1528,CA,2021/12/03 05:00:00+00,1802360,20189,29757,139,1473,-44,447,-22
1529,NU,2022/01/21 05:00:00+00,1297,242,5,1,,,,
1530,AB,2021/12/10 05:00:00+00,338428,2036,3272,14,367,-28,71,-7
1531,BC,2021/12/10 05:00:00+00,222013,2429,2381,30,211,-65,72,-23
1532,MB,2021/12/10 05:00:00+00,69507,1199,1345,17,87,-1,27,11
1533,NB,2021/12/10 05:00:00+00,9366,763,139,7,36,-13,12,-4
1534,NL,2021/12/10 05:00:00+00,2078,14,18,0,0,0,,
1535,NS,2021/12/10 05:00:00+00,8591,210,110,0,8,-5,3,-2
1536,NT,2021/12/10 05:00:00+00,2070,1,12,0,,,,
1537,NU,2021/12/10 05:00:00+00,676,2,4,0,,,,
1538,ON,2021/12/10 05:00:00+00,629064,7804,10065,49,309,23,151,5
1539,PE,2021/12/10 05:00:00+00,413,31,0,0,0,0,0,0
1540,QC,2021/12/10 05:00:00+00,462246,10378,11603,18,256,26,62,5
1541,SK,2021/12/10 05:00:00+00,81646,421,937,8,117,-19,33,-1
1542,YT,2021/12/10 05:00:00+00,1580,43,14,0,,,,
1543,CA,2021/12/10 05:00:00+00,1827691,25331,29900,143,1391,-82,431,-16
1544,AB,2021/12/17 05:00:00+00,341023,2595,3286,14,344,-23,68,-3
1545,BC,2021/12/17 05:00:00+00,225785,3772,2399,18,191,-20,74,2
1546,MB,2021/12/17 05:00:00+00,70785,1278,1360,15,84,-3,24,-3
1547,NB,2021/12/17 05:00:00+00,10313,947,146,7,45,9,14,2
1548,NL,2021/12/17 05:00:00+00,2152,74,18,0,0,0,,
1549,NS,2021/12/17 05:00:00+00,9202,611,110,0,7,-1,2,-1
1550,NT,2021/12/17 05:00:00+00,2082,12,12,0,,,,
1551,NU,2021/12/17 05:00:00+00,676,0,4,0,,,,
1552,ON,2021/12/17 05:00:00+00,642465,13401,10107,42,358,49,157,6
1553,PE,2021/12/17 05:00:00+00,444,31,0,0,0,0,0,0
1554,QC,2021/12/17 05:00:00+00,478246,16000,11634,31,312,56,62,0
1555,SK,2021/12/17 05:00:00+00,82069,423,942,5,107,-10,33,0
1556,YT,2021/12/17 05:00:00+00,1621,41,14,0,,,,
1557,CA,2021/12/17 05:00:00+00,1866876,39185,30032,132,1448,57,434,3
1558,AB,2021/12/24 05:00:00+00,346705,5682,3299,13,318,-26,64,-4
1559,BC,2021/12/24 05:00:00+00,235658,9873,2414,15,192,1,71,-3
1560,MB,2021/12/24 05:00:00+00,73573,2788,1370,10,90,6,18,-6
1561,NB,2021/12/24 05:00:00+00,11587,1274,152,6,34,-11,15,1
1562,NL,2021/12/24 05:00:00+00,2512,360,18,0,1,1,,
1563,NS,2021/12/24 05:00:00+00,13130,3928,111,1,15,8,4,2
1564,NT,2021/12/24 05:00:00+00,2090,8,12,0,,,,
1565,NU,2021/12/24 05:00:00+00,681,5,4,0,,,,
1566,ON,2021/12/24 05:00:00+00,676924,34459,10146,39,508,150,164,7
1567,PE,2021/12/24 05:00:00+00,621,177,0,0,0,0,0,0
1568,QC,2021/12/24 05:00:00+00,511095,32849,11658,24,473,161,91,29
1569,SK,2021/12/24 05:00:00+00,82640,571,945,3,87,-20,29,-4
1570,YT,2021/12/24 05:00:00+00,1668,47,14,0,,,,
1571,CA,2021/12/24 05:00:00+00,1958897,92021,30143,111,1718,270,456,22
1572,NB,2022/03/25 03:59:59+00,45101,2781,336,16,129,30,16,3
1573,NL,2022/03/25 03:59:59+00,36254,2869,101,16,33,6,6,3
1574,NS,2022/03/25 03:59:59+00,52235,3453,245,13,42,4,13,1
1575,NT,2022/03/25 03:59:59+00,10333,490,21,1,,,,
1576,NU,2022/03/25 03:59:59+00,3400,69,5,0,,,,
1577,ON,2022/03/25 03:59:59+00,1148336,13893,12388,75,667,52,161,-32
1578,PE,2022/03/25 03:59:59+00,23345,2038,16,0,12,4,1,1
1579,QC,2022/03/25 03:59:59+00,953498,11216,14300,55,1048,27,59,14
1580,SK,2022/03/25 03:59:59+00,131029,895,1209,33,305,6,19,1
1581,YT,2022/03/25 03:59:59+00,3721,93,24,1,,,,
1582,CA,2022/03/25 03:59:59+00,3433430,42171,37411,261,3617,90,395,-10
1583,AB,2022/04/01 03:59:59+00,540733,4567,4074,30,964,8,47,-9
1584,BC,2022/04/01 03:59:59+00,356772,1680,3002,19,274,14,35,-15
1585,MB,2022/04/01 03:59:59+00,135214,307,1747,8,111,-54,16,2
1586,NB,2022/04/01 03:59:59+00,48197,3096,349,13,142,13,8,-8
1587,NL,2022/04/01 03:59:59+00,39019,2765,116,15,38,5,11,5
1588,NS,2022/04/01 03:59:59+00,56423,4188,255,10,51,9,11,-2
1589,NT,2022/04/01 03:59:59+00,10951,618,21,0,,,,
1590,NU,2022/04/01 03:59:59+00,3472,72,6,1,,,,
1591,ON,2022/04/01 03:59:59+00,1166128,17792,12451,63,804,137,167,6
1592,PE,2022/04/01 03:59:59+00,25799,2454,18,2,19,7,1,0
1593,QC,2022/04/01 03:59:59+00,970951,17453,14382,82,1275,227,62,3
1594,SK,2022/04/01 03:59:59+00,132225,1196,1229,20,324,19,21,2
1595,YT,2022/04/01 03:59:59+00,3844,123,24,0,,,,
1596,CA,2022/04/01 03:59:59+00,3489741,58710,37674,263,4002,385,379,-16
1597,AB,2022/04/08 03:59:59+00,546247,5514,4104,30,990,26,44,-3
1598,BC,2022/04/08 03:59:59+00,357974,1202,3004,2,324,50,38,3
1599,MB,2022/04/08 03:59:59+00,136573,1359,1751,4,141,30,11,-5
1600,NB,2022/04/08 03:59:59+00,51854,3657,358,9,78,-64,9,1
1601,NL,2022/04/08 03:59:59+00,41401,2382,124,8,41,3,5,-6
1602,NS,2022/04/08 03:59:59+00,56423,0,263,8,57,6,9,-2
1603,NT,2022/04/08 03:59:59+00,11004,53,21,0,,,,
1604,NU,2022/04/08 03:59:59+00,3531,59,7,1,,,,
1605,ON,2022/04/08 03:59:59+00,1195918,29790,12536,112,977,173,173,6
1606,PE,2022/04/08 03:59:59+00,28375,2576,19,1,14,-5,3,2
1607,QC,2022/04/08 03:59:59+00,992649,21698,14512,130,1637,362,62,0
1608,SK,2022/04/08 03:59:59+00,133257,1032,1253,24,354,30,20,-1
1609,YT,2022/04/08 03:59:59+00,3940,96,24,0,,,,
1610,CA,2022/04/08 03:59:59+00,3559159,69411,38003,329,4613,611,374,-5
1611,AB,2022/04/15 03:59:59+00,552403,6156,4141,37,1053,63,48,4
1612,BC,2022/04/15 03:59:59+00,359002,1028,3036,32,364,40,36,-2
1613,MB,2022/04/15 03:59:59+00,138271,1698,1759,8,158,17,19,8
1614,NB,2022/04/15 03:59:59+00,55812,3958,368,10,79,1,13,4
1615,NL,2022/04/15 03:59:59+00,42427,1026,137,13,32,-9,6,1
1616,NS,2022/04/15 03:59:59+00,63335,6912,277,14,59,2,10,1
1617,NT,2022/04/15 03:59:59+00,11136,132,21,0,,,,
1618,NU,2022/04/15 03:59:59+00,3531,0,7,0,,,,
1619,ON,2022/04/15 03:59:59+00,1209041,20401,12606,70,1392,415,177,11
1620,PE,2022/04/15 03:59:59+00,30604,2229,21,2,17,3,3,0
1621,QC,2022/04/15 03:59:59+00,1010196,17547,14618,106,2154,517,96,34
1622,SK,2022/04/15 03:59:59+00,134308,1051,1273,20,403,49,25,5
1623,YT,2022/04/15 03:59:59+00,4015,75,24,0,,,,
1624,CA,2022/04/15 03:59:59+00,3614094,54935,38288,285,5711,1098,433,59
1625,AB,2022/04/22 03:59:59+00,558483,6080,4190,49,1126,73,43,-5
1626,BC,2022/04/22 03:59:59+00,361034,2032,3077,41,485,121,38,2
1627,MB,2022/04/22 03:59:59+00,139465,1194,1774,15,184,26,22,3
1628,NB,2022/04/22 03:59:59+00,58768,2956,378,10,79,0,6,-7
1629,NL,2022/04/22 03:59:59+00,43789,1362,157,20,25,-7,7,1
1630,NS,2022/04/22 03:59:59+00,70843,7508,290,13,84,25,11,1
1631,NT,2022/04/22 03:59:59+00,11217,81,22,1,,,,
1632,NU,2022/04/22 03:59:59+00,3531,0,7,0,,,,
1633,ON,2022/04/22 03:59:59+00,1234240,25199,12704,98,1591,199,214,37
1634,PE,2022/04/22 03:59:59+00,32532,1928,23,2,11,-6,2,-1
1635,QC,2022/04/22 03:59:59+00,1028844,18648,14812,194,2410,256,88,-8
1636,SK,2022/04/22 03:59:59+00,135198,890,1295,22,417,14,25,0
1637,YT,2022/04/22 03:59:59+00,4116,101,24,0,,,,
1638,CA,2022/04/22 03:59:59+00,3682060,67966,38753,465,6412,701,456,23
1639,AB,2022/04/29 03:59:59+00,565052,6569,4252,62,1220,94,47,4
1640,BC,2022/04/29 03:59:59+00,363302,2268,3147,70,570,85,47,9
1641,MB,2022/04/29 03:59:59+00,140931,1466,1792,18,188,4,12,-10
1642,NB,2022/04/29 03:59:59+00,60756,1988,384,6,87,8,13,7
1643,NL,2022/04/29 03:59:59+00,44536,747,164,7,16,-9,4,-3
1644,NS,2022/04/29 03:59:59+00,76279,5436,314,24,91,7,6,-5
1645,NT,2022/04/29 03:59:59+00,11286,69,22,0,,,,
1646,NU,2022/04/29 03:59:59+00,3531,0,7,0,,,,
1647,ON,2022/04/29 03:59:59+00,1255338,21098,12812,108,1679,88,209,-5
1648,PE,2022/04/29 03:59:59+00,34270,1738,25,2,6,-5,1,-1
1649,QC,2022/04/29 03:59:59+00,1041075,12231,14977,165,2290,-120,81,-7
1650,SK,2022/04/29 03:59:59+00,136027,829,1309,14,409,-8,20,-5
1651,YT,2022/04/29 03:59:59+00,4196,80,25,1,,,,
1652,CA,2022/04/29 03:59:59+00,3736579,54519,39230,477,6556,144,440,-16
1653,AB,2022/05/06 03:59:59+00,570806,5754,4321,69,1267,47,46,-1
1654,BC,2022/05/06 03:59:59+00,365577,2275,3226,79,550,-20,39,-8
1655,MB,2022/05/06 03:59:59+00,141973,1042,1819,27,173,-15,12,0
1656,NB,2022/05/06 03:59:59+00,62148,1392,399,15,81,-6,10,-3
1657,NL,2022/05/06 03:59:59+00,45129,593,168,4,17,1,5,1
1658,NS,2022/05/06 03:59:59+00,79694,3415,336,22,77,-14,17,11
1659,NT,2022/05/06 03:59:59+00,11373,87,22,0,,,,
1660,NU,2022/05/06 03:59:59+00,3531,0,7,0,,,,
1661,ON,2022/05/06 03:59:59+00,1270808,15470,12938,126,1662,-17,210,1
1662,PE,2022/05/06 03:59:59+00,35433,1163,26,1,6,0,0,-1
1663,QC,2022/05/06 03:59:59+00,1050121,9046,15106,129,2051,-239,60,-21
1664,SK,2022/05/06 03:59:59+00,136793,766,1323,14,390,-19,20,0
1665,YT,2022/05/06 03:59:59+00,4254,58,25,0,,,,
1666,CA,2022/05/06 03:59:59+00,3777640,41061,39716,486,6274,-282,419,-21
1667,AB,2022/05/13 21:59:59+00,575185,4379,4391,70,1225,-42,37,-9
1668,BC,2022/05/13 21:59:59+00,367559,1982,3307,81,596,46,54,15
1669,MB,2022/05/13 21:59:59+00,142875,902,1847,28,196,23,13,1
1670,NB,2022/05/13 21:59:59+00,63486,1338,406,7,47,-34,6,-4
1671,NL,2022/05/13 21:59:59+00,45533,404,176,8,8,-9,1,-4
1672,NS,2022/05/13 21:59:59+00,82812,3118,354,18,65,-12,9,-8
1673,NT,2022/05/13 21:59:59+00,11426,53,22,0,,,,
1674,NU,2022/05/13 21:59:59+00,3531,0,8,1,,,,
1675,ON,2022/05/13 21:59:59+00,1283329,12521,13052,114,1453,-209,168,-42
1676,PE,2022/05/13 21:59:59+00,36332,899,32,6,6,0,0,0
1677,QC,2022/05/13 21:59:59+00,1053177,3056,15256,150,1754,-297,59,-1
1678,SK,2022/05/13 21:59:59+00,137503,710,1342,19,321,-69,16,-4
1679,YT,2022/05/13 21:59:59+00,4318,64,25,0,,,,
1680,CA,2022/05/13 21:59:59+00,3807066,29426,40218,502,5671,-603,363,-56
1681,AB,2022/05/20 21:59:59+00,578291,3106,4452,61,1165,-60,42,5
1682,BC,2022/05/20 21:59:59+00,369202,1643,3398,91,540,-56,49,-5
1683,MB,2022/05/20 21:59:59+00,143603,728,1913,66,149,-47,16,3
1684,NB,2022/05/20 21:59:59+00,64490,1004,411,5,35,-12,4,-2
1685,NL,2022/05/20 21:59:59+00,45797,264,177,1,14,6,2,1
1686,NS,2022/05/20 21:59:59+00,85325,2513,378,24,59,-6,8,-1
1687,NT,2022/05/20 21:59:59+00,11457,31,22,0,,,,
1688,NU,2022/05/20 21:59:59+00,3531,0,8,0,,,,
1689,ON,2022/05/20 21:59:59+00,1293226,9897,13146,94,1165,-288,163,-5
1690,PE,2022/05/20 21:59:59+00,37124,792,33,1,6,0,0,0
1691,QC,2022/05/20 21:59:59+00,1060657,7480,15338,82,1493,-261,51,-8
1692,SK,2022/05/20 21:59:59+00,137968,465,1364,22,270,-51,14,-2
1693,YT,2022/05/20 21:59:59+00,4349,31,25,0,,,,
1694,CA,2022/05/20 21:59:59+00,3835020,27954,40665,447,4896,-775,349,-14
1695,AB,2022/05/27 21:59:59+00,580881,2590,4507,55,1040,-125,31,-11
1696,BC,2022/05/27 21:59:59+00,370559,1357,3469,71,473,-67,42,-7
1697,MB,2022/05/27 21:59:59+00,144140,537,1928,15,112,-37,21,5
1698,NB,2022/05/27 21:59:59+00,65258,768,416,5,27,-8,2,-2
1699,NL,2022/05/27 21:59:59+00,46031,234,182,5,13,-1,2,0
1700,NS,2022/05/27 21:59:59+00,86909,1584,391,13,40,-19,8,0
1701,NT,2022/05/27 21:59:59+00,11436,-21,22,0,,,,
1702,NU,2022/05/27 21:59:59+00,3531,0,8,0,,,,
1703,ON,2022/05/27 21:59:59+00,1299874,6648,13210,64,948,-217,154,-9
1704,PE,2022/05/27 21:59:59+00,37578,454,33,0,5,-1,0,0
1705,QC,2022/05/27 21:59:59+00,1064331,3674,15400,62,1288,-205,36,-15
1706,SK,2022/05/27 21:59:59+00,138344,376,1376,12,258,-12,10,-4
1707,YT,2022/05/27 21:59:59+00,4378,29,26,1,,,,
1708,CA,2022/05/27 21:59:59+00,3853250,18230,40968,303,4204,-692,306,-43
1709,AB,2022/06/03 21:59:59+00,583112,2231,4558,51,931,-109,29,-2
1710,BC,2022/06/03 21:59:59+00,371720,1161,3547,78,421,-52,41,-1
1711,MB,2022/06/03 21:59:59+00,144556,416,1980,52,120,8,9,-12
1712,NB,2022/06/03 21:59:59+00,65812,554,419,3,25,-2,2,0
1713,NL,2022/06/03 21:59:59+00,46300,269,184,2,5,-8,2,0
1714,NS,2022/06/03 21:59:59+00,88472,1563,400,9,41,1,4,-4
1715,NT,2022/06/03 21:59:59+00,11478,42,22,0,,,,
1716,NU,2022/06/03 21:59:59+00,3531,0,8,0,,,,
1717,ON,2022/06/03 21:59:59+00,1305989,6115,13275,65,669,-279,117,-37
1718,PE,2022/06/03 21:59:59+00,38054,476,33,0,7,2,0,0
1719,QC,2022/06/03 21:59:59+00,1068144,3813,15370,-30,1067,-221,28,-8
1720,SK,2022/06/03 21:59:59+00,138708,364,1385,9,232,-26,6,-4
1721,YT,2022/06/03 21:59:59+00,4397,19,26,0,,,,
1722,CA,2022/06/03 21:59:59+00,3870273,17023,41207,239,3518,-686,238,-68
1723,AB,2022/06/10 21:59:59+00,584763,1651,4567,9,816,-115,24,-5
1724,BC,2022/06/10 21:59:59+00,372611,891,3614,67,325,-96,28,-13
1725,MB,2022/06/10 21:59:59+00,144895,339,2004,24,100,-20,7,-2
1726,NB,2022/06/10 21:59:59+00,66345,533,421,2,28,3,3,1
1727,NL,2022/06/10 21:59:59+00,46415,115,187,3,5,0,2,0
1728,NS,2022/06/10 21:59:59+00,89946,1474,421,21,49,8,5,1
1729,NT,2022/06/10 21:59:59+00,11502,24,22,0,,,,
1730,NU,2022/06/10 21:59:59+00,3531,0,8,0,,,,
1731,ON,2022/06/10 21:59:59+00,1311360,5371,13324,49,536,-133,110,-7
1732,PE,2022/06/10 21:59:59+00,38686,632,35,2,3,-4,0,0
1733,QC,2022/06/10 21:59:59+00,1072331,4187,15415,45,1001,-66,19,-9
1734,SK,2022/06/10 21:59:59+00,138993,285,1395,10,187,-45,10,4
1735,YT,2022/06/10 21:59:59+00,4410,13,26,0,,,,
1736,CA,2022/06/10 21:59:59+00,3885788,15515,41439,232,3050,-468,208,-30
1737,AB,2022/06/17 21:59:59+00,586108,1345,4591,24,719,-97,19,-5
1738,BC,2022/06/17 21:59:59+00,373336,725,3682,68,276,-49,19,-9
1739,MB,2022/06/17 21:59:59+00,145123,228,2015,11,80,-20,14,7
1740,NB,2022/06/17 21:59:59+00,65697,-648,422,1,27,-1,2,-1
1741,NL,2022/06/17 21:59:59+00,47138,723,190,3,14,9,4,2
1742,NS,2022/06/17 21:59:59+00,91896,1950,431,10,28,-21,5,0
1743,NT,2022/06/17 21:59:59+00,11511,9,22,0,,,,
1744,NU,2022/06/17 21:59:59+00,3531,0,8,0,,,,
1745,ON,2022/06/17 21:59:59+00,1314447,3087,13351,27,491,-45,109,-1
1746,PE,2022/06/17 21:59:59+00,39377,691,44,9,4,1,0,0
1747,QC,2022/06/17 21:59:59+00,1077256,4925,15462,47,983,-18,27,8
1748,SK,2022/06/17 21:59:59+00,139387,394,1412,17,165,-22,6,-4
1749,YT,2022/06/17 21:59:59+00,4430,20,26,0,,,,
1750,CA,2022/06/17 21:59:59+00,3899237,13449,41656,217,2787,-263,205,-3
1751,AB,2022/06/24 21:59:59+00,587890,1782,4604,13,661,-58,17,-2
1752,BC,2022/06/24 21:59:59+00,373974,638,3722,40,273,-3,28,9
1753,MB,2022/06/24 21:59:59+00,145326,203,2025,10,58,-22,8,-6
1754,NB,2022/06/24 21:59:59+00,67241,1544,422,0,25,-2,3,1
1755,NL,2022/06/24 21:59:59+00,47556,418,192,2,11,-3,3,-1
